,start,finish,hop_len,no_of_hops,avg_hop_loss,transponder_modulation,transponder_bitrate,P0,Gamma,N,NF,BR,OSNR
2012,Houston,Nashville,3653.179495174118,43.0,17.130527773490556,32QAM,100,10.525848543685491,17.130527773490556,43.0,5,12500,15.448480380355363
2013,Houston,Minneapolis,7127.363453445743,90.0,18.069055972558328,8QAM,100,12.381218009626238,18.069055972558328,90.0,5,12500,8.979226100861354
2014,Houston,StLouis,3024.3612996883026,39.0,15.63914564379264,16QAM,100,12.588958422209705,15.63914564379264,39.0,5,12500,19.979357084216687
2015,Houston,Cleveland,3065.8305553274504,37.0,17.788517510671277,32QAM,400,13.792200081171138,17.788517510671277,37.0,5,12500,19.559664211153674
2016,Houston,Tampa,1784.5443640842611,21.0,15.387090460740689,32QAM,400,18.54083170453092,15.387090460740689,21.0,5,12500,32.37367763365205
2017,Houston,Phoenix,1857.4290630574894,25.0,18.166677507842238,QPSK,400,10.026346749445365,18.166677507842238,25.0,5,12500,19.336071760017177
2018,Houston,Charlotte,3987.827816985064,46.0,17.148554767964388,8QAM,400,19.82094770526448,17.148554767964388,46.0,5,12500,24.051139739505203
2019,Houston,SaltLakeCity,1862.8942553999923,24.0,16.516873852045777,32QAM,100,12.260913735669021,16.516873852045777,24.0,5,12500,23.628662347239867
2020,Houston,Dallas,170.23001905540667,2.0,17.088200069200234,16QAM,200,15.82732828071804,17.088200069200234,2.0,5,12500,51.47281717301442
2021,Houston,Calgary,5999.377060700723,74.0,17.406995675106668,16QAM,100,12.914974176295493,17.406995675106668,74.0,5,12500,12.132488336243199
2022,Houston,SanDiego,7656.046774768009,96.0,18.570804992812366,16QAM,100,18.087790555057204,18.570804992812366,96.0,5,12500,13.538664414662563
2023,Houston,NewOrleans,592.8550177795827,8.0,16.199391960274774,QPSK,200,14.664078017358303,16.199391960274774,8.0,5,12500,37.335431407381236
2024,Houston,Winnipeg,8670.093821626688,111.0,18.039369026398116,32QAM,400,10.034246410512004,18.039369026398116,111.0,5,12500,4.56473613808663
2025,Houston,SanFrancisco,3782.2088977301114,48.0,15.905586888795492,8QAM,100,17.241980775552346,15.905586888795492,48.0,5,12500,22.28954454477403
2026,Houston,Atlanta,2492.286108979224,30.0,16.35856265117398,QPSK,400,12.354299757019724,16.35856265117398,30.0,5,12500,21.648924056320283
2027,Houston,NewOrleans,592.8550177795827,8.0,17.59307515525635,32QAM,200,14.402591408448174,17.59307515525635,8.0,5,12500,35.680261603489555
2028,Houston,Cleveland,3986.9263059265813,50.0,16.92052737349502,8QAM,200,14.834368399920121,16.92052737349502,50.0,5,12500,18.458771739239722
2029,Houston,StLouis,2813.423755843242,34.0,16.30384253344055,8QAM,400,13.27137586521905,16.30384253344055,34.0,5,12500,21.36908885271295
2030,Houston,Minneapolis,5449.775734222444,71.0,17.163972806728033,32QAM,100,10.599656190389785,17.163972806728033,71.0,5,12500,10.474045380344677
2031,Houston,SanDiego,2429.6853824964937,31.0,18.633187692531955,32QAM,100,18.884040914096275,18.633187692531955,31.0,5,12500,25.57614194380892
2032,Houston,Dallas,170.23001905540667,2.0,16.93905468657937,16QAM,400,17.509165380894558,16.93905468657937,2.0,5,12500,53.303799655811815
2033,Houston,Calgary,5958.569784736585,74.0,16.310487810935268,16QAM,200,16.023477400633443,16.310487810935268,74.0,5,12500,16.337499424752565
2034,Houston,Calgary,4662.121511023016,61.0,15.354312503405486,8QAM,200,11.681155411809769,15.354312503405486,61.0,5,12500,14.88326503376723
2035,Houston,ElPaso,1229.536018449828,17.0,17.014466383297144,16QAM,100,13.219300416089567,17.014466383297144,17.0,5,12500,27.537861359326342
2036,Houston,Miami,2467.3339089854367,29.0,16.44826781053979,32QAM,200,10.375918884927138,16.44826781053979,29.0,5,12500,19.919853541618664
2037,Houston,Phoenix,6880.4095856983,90.0,17.408670963314275,QPSK,100,18.114511896073783,17.408670963314275,90.0,5,12500,15.372904996552933
2038,Houston,LasVegas,2230.208158547159,28.0,17.46768264583982,16QAM,100,19.90184511705703,17.46768264583982,28.0,5,12500,28.77727813656125
2039,Houston,SanDiego,3696.482803205147,46.0,15.693377138797647,16QAM,100,19.464610028228265,15.693377138797647,46.0,5,12500,25.149979691635735
2040,Houston,SanFrancisco,4544.3299155221,57.0,19.322735736404297,16QAM,400,16.752499220834476,19.322735736404297,57.0,5,12500,16.66441157318073
2041,Houston,OklahomaCity,2405.4338212221605,32.0,17.294773417434847,QPSK,400,13.648069417318762,17.294773417434847,32.0,5,12500,21.36109773898272
2042,Houston,Portland,3564.4786478901087,45.0,15.4545301304275,16QAM,400,12.223581354812996,15.4545301304275,45.0,5,12500,18.367587093778397
2043,Houston,ElPaso,4475.543330939772,54.0,17.40562133745846,32QAM,200,16.276298914192374,17.40562133745846,54.0,5,12500,18.645997878187245
2044,Houston,Cincinnati,2492.6811526408064,30.0,16.205219619574265,16QAM,200,13.134694337940044,16.205219619574265,30.0,5,12500,22.582661668840302
2045,Houston,OklahomaCity,1592.2368934392505,18.0,16.77373927257893,8QAM,400,19.07914932679361,16.77373927257893,18.0,5,12500,33.06685324234911
2046,Houston,Tampa,6405.148795664349,83.0,15.91914020338416,QPSK,200,10.009754579067685,15.91914020338416,83.0,5,12500,9.567369064813604
2047,Houston,Dallas,170.23001905540667,2.0,16.563704210998743,32QAM,100,18.392802511480383,16.563704210998743,2.0,5,12500,54.562787261978286
2048,Houston,LosAngeles,2582.3979940733093,32.0,17.666921180854494,32QAM,100,11.48188907690545,17.666921180854494,32.0,5,12500,18.82276963514974
2049,Houston,StLouis,3095.0775071310627,41.0,16.496438402634077,QPSK,200,18.832338537180917,16.496438402634077,41.0,5,12500,24.86534023459984
2050,Houston,Indianapolis,2823.828573549824,34.0,17.796582470367664,16QAM,100,15.50180949899111,17.796582470367664,34.0,5,12500,22.106782549557906
2051,Houston,Vancouver,3851.331577461372,49.0,17.23299388771385,32QAM,400,11.535441295625965,17.23299388771385,49.0,5,12500,15.049405193901904
2052,Houston,SaltLakeCity,3039.6222378233106,38.0,16.21518275387749,8QAM,400,16.28712489141477,16.21518275387749,38.0,5,12500,23.36124130736951
2053,Houston,Winnipeg,4725.530524714161,61.0,16.982881724799164,8QAM,200,10.562668043010525,16.982881724799164,61.0,5,12500,12.136208443574304
2054,Houston,Chicago,2364.0492532905646,27.0,17.234931923576834,32QAM,400,17.93811269276176,17.234931923576834,27.0,5,12500,27.409972876237717
2055,Houston,Sacrameto,4851.1243420688415,62.0,14.860579745249856,16QAM,400,12.299202126371028,14.860579745249856,62.0,5,12500,15.832439297766328
2056,Houston,Phoenix,1857.4290630574894,25.0,17.188097451805223,QPSK,200,19.57052165714013,17.188097451805223,25.0,5,12500,29.85882672374896
2057,Houston,Dallas,2291.998111213361,31.0,17.825896605719784,16QAM,100,17.437399512877327,17.825896605719784,31.0,5,12500,24.936791629402165
2058,Houston,Winnipeg,7001.185859650253,92.0,18.195298779697485,32QAM,200,12.513119346230077,18.195298779697485,92.0,5,12500,8.76509556313826
2059,Houston,Miami,2060.384099264191,23.0,16.391276403999935,32QAM,200,19.629940888206395,16.391276403999935,23.0,5,12500,31.54888309201104
2060,Houston,Dallas,2291.998111213361,31.0,16.24806619467413,8QAM,400,18.446035843139235,16.24806619467413,31.0,5,12500,27.523258370709726
2061,Houston,WashingtonDC,2570.5288410315093,32.0,15.618721507739838,8QAM,100,16.540281658298362,15.618721507739838,32.0,5,12500,25.929361889657315
2062,Houston,Nashville,2290.4166895637236,28.0,16.801999359371223,8QAM,200,10.395198999881245,16.801999359371223,28.0,5,12500,19.936315305854052
2063,Houston,Memphis,595.0796144441745,7.0,20.10493311508701,16QAM,100,11.72184867891794,20.10493311508701,7.0,5,12500,31.82297484037386
2064,Houston,KansasCity,4323.135372983093,58.0,17.788800130911376,32QAM,400,15.121980910009096,17.788800130911376,58.0,5,12500,16.393911440729596
2065,Houston,StLouis,5114.157326440572,66.0,16.31700213904846,8QAM,400,16.703737904410563,16.31700213904846,66.0,5,12500,18.155349112193903
2066,Houston,Denver,4157.333812483746,53.0,17.62238129891457,32QAM,200,12.950350068962116,17.62238129891457,53.0,5,12500,15.290210401622375
2067,Houston,KansasCity,418.74122361090804,3.0,17.273962600943886,32QAM,100,15.656264993482463,17.273962600943886,3.0,5,12500,47.061340272953544
2068,Houston,LasVegas,9675.770403962542,127.0,16.71892304279853,8QAM,200,11.614454286277759,16.71892304279853,127.0,5,12500,6.118821145989372
2069,Houston,LasVegas,2227.052065178047,29.0,15.92027242212311,QPSK,100,19.447541954413147,15.92027242212311,29.0,5,12500,29.519471999521357
2070,Houston,Chicago,1183.6291199706025,12.0,16.368143490994598,16QAM,400,19.632091766411595,16.368143490994598,12.0,5,12500,38.08004254463307
2071,Houston,Memphis,7921.946934580319,102.0,16.505833686622182,8QAM,200,18.843243140519487,16.505833686622182,102.0,5,12500,15.752842088150658
2072,Houston,Tampa,2265.002859454548,28.0,17.783543846902678,8QAM,100,10.934847426777974,17.783543846902678,28.0,5,12500,19.494419245219305
2073,Houston,Denver,3669.5136290638065,48.0,15.339919050882225,16QAM,400,18.373583579705134,15.339919050882225,48.0,5,12500,23.98681518684006
2074,Houston,Miami,2562.607703365997,31.0,15.458888566328316,8QAM,400,16.270291116144918,15.458888566328316,31.0,5,12500,26.1366912720612
2075,Houston,Memphis,595.0796144441745,7.0,18.285703840911548,32QAM,200,11.377948927509442,18.285703840911548,7.0,5,12500,33.29830436314083
2076,Houston,OklahomaCity,283.66572906420635,3.0,16.372112848774137,8QAM,200,16.973763830057212,16.372112848774137,3.0,5,12500,49.280688861698025
2077,Houston,KansasCity,2540.509315768862,33.0,18.60373121972614,16QAM,100,13.634880866952106,18.60373121972614,33.0,5,12500,19.731234799657216
2078,Houston,Miami,1676.228158374397,22.0,17.854498911409372,32QAM,400,15.637838503607789,17.854498911409372,22.0,5,12500,26.53807582571133
2079,Houston,Miami,5001.291803670341,59.0,16.127151126242047,8QAM,200,12.531541037536758,16.127151126242047,59.0,5,12500,15.29417623933358
2080,Houston,Atlanta,4102.339731371688,51.0,16.074661554917462,QPSK,400,18.914983104681617,16.074661554917462,51.0,5,12500,23.187225989616962
2081,Houston,Miami,1690.271154038081,21.0,16.955837380699354,16QAM,200,19.091731134124736,16.955837380699354,21.0,5,12500,31.355830143287193
2082,Houston,NewOrleans,592.8550177795827,8.0,16.850308514860558,32QAM,200,15.92152623260744,16.850308514860558,8.0,5,12500,37.9419630680446
2083,Houston,Phoenix,1857.4290630574894,25.0,18.60547977235977,8QAM,400,16.61577148464767,18.60547977235977,25.0,5,12500,25.486694230701943
2084,Houston,Chicago,1183.6291199706025,12.0,17.758406197180243,32QAM,400,12.832179634900744,17.758406197180243,12.0,5,12500,29.889867706936542
2085,OklahomaCity,Nashville,2574.08241862793,30.0,18.93694444339,8QAM,200,10.527801200961008,18.93694444339,30.0,5,12500,17.244043708045524
2086,OklahomaCity,Atlanta,1499.4028880606256,18.0,16.16719770898021,16QAM,100,14.210981807792736,16.16719770898021,18.0,5,12500,28.805227286946945
2087,OklahomaCity,Portland,5567.185821008728,69.0,15.998757443976203,8QAM,100,14.332290283916965,15.998757443976203,69.0,5,12500,15.657628561064215
2088,OklahomaCity,Phoenix,2141.0947921216957,27.0,17.745557824227934,32QAM,400,18.474259841571968,17.745557824227934,27.0,5,12500,27.43549412439681
2089,OklahomaCity,LosAngeles,4049.6815827799205,50.0,18.35729658794123,16QAM,400,11.840037339387807,18.35729658794123,50.0,5,12500,14.027671464261203
2090,OklahomaCity,SaltLakeCity,2054.611095711445,27.0,17.159562501251173,16QAM,200,19.89743042334053,17.159562501251173,27.0,5,12500,29.444660029142113
2091,OklahomaCity,SanFrancisco,3014.388642637475,38.0,18.37678901665023,8QAM,400,16.67608381655436,18.37678901665023,38.0,5,12500,21.588593969736337
2092,OklahomaCity,SanFrancisco,5850.925962225941,71.0,16.530341473166125,32QAM,400,16.518992489372508,16.530341473166125,71.0,5,12500,17.027013012889313
2093,OklahomaCity,Denver,9131.601280002747,117.0,17.660138237786775,QPSK,200,17.49446430761301,17.660138237786775,117.0,5,12500,11.877747488944735
2094,OklahomaCity,Minneapolis,2300.1310349032365,29.0,17.597471023678228,8QAM,100,10.031798713868673,17.597471023678228,29.0,5,12500,18.42653015742178
2095,OklahomaCity,Montreal,3085.423582735614,37.0,15.816817816129785,16QAM,200,14.068910540740251,15.816817816129785,37.0,5,12500,21.80807436526429
2096,OklahomaCity,Miami,1959.8938874386033,24.0,16.657720320845844,QPSK,100,11.652645867119183,16.657720320845844,24.0,5,12500,22.87954800988996
2097,OklahomaCity,KansasCity,2144.5729717785316,28.0,18.12086180855478,32QAM,200,17.280423862790403,18.12086180855478,28.0,5,12500,25.502677719579637
2098,OklahomaCity,Chicago,899.9633909063961,10.0,19.036690376634915,8QAM,100,16.23935730627323,19.036690376634915,10.0,5,12500,33.84197676679392
2099,OklahomaCity,Dallas,6374.88113797197,80.0,17.252806918799827,8QAM,100,12.46041840449187,17.252806918799827,80.0,5,12500,11.052505906049305
2100,OklahomaCity,Minneapolis,3681.078521005433,45.0,17.398761667091296,8QAM,400,19.29539677781471,17.398761667091296,45.0,5,12500,23.4951709801163
2101,OklahomaCity,Tampa,9136.109766164102,114.0,17.72946220342535,32QAM,100,17.844423495282594,17.72946220342535,114.0,5,12500,12.418137575008359
2102,OklahomaCity,LosAngeles,4171.478794143448,51.0,16.03629846202934,16QAM,400,13.104249244353934,16.03629846202934,51.0,5,12500,17.41485522217738
2103,OklahomaCity,Boston,4774.913127070535,52.0,15.205844961394934,16QAM,200,17.75665122298681,15.205844961394934,52.0,5,12500,22.703529842873664
2104,OklahomaCity,NewOrleans,2998.288839001744,39.0,17.1810678786656,8QAM,400,10.166029406306048,17.1810678786656,39.0,5,12500,16.014505833440055
2105,OklahomaCity,Phoenix,2141.0947921216957,27.0,16.112120918615677,32QAM,400,18.994096269646654,16.112120918615677,27.0,5,12500,29.588767458083765
2106,OklahomaCity,LosAngeles,6091.326433659716,76.0,15.847510126258609,16QAM,100,16.3456626048058,15.847510126258609,76.0,5,12500,16.855979842779945
2107,OklahomaCity,Miami,4494.260525579007,52.0,17.893287316024125,32QAM,400,17.973964758156043,17.893287316024125,52.0,5,12500,20.23340102341372
2108,OklahomaCity,Cleveland,4027.649843878154,47.0,15.839613032994526,32QAM,200,18.025502474955175,15.839613032994526,47.0,5,12500,23.349574191956137
2109,OklahomaCity,Dallas,113.43571000879967,1.0,15.480989122423091,QPSK,400,19.048604341750156,15.480989122423091,1.0,5,12500,63.23277598642312
2110,OklahomaCity,LasVegas,8859.68471354693,112.0,16.975847960013027,QPSK,200,14.410002951181715,16.975847960013027,112.0,5,12500,9.914327045313826
2111,OklahomaCity,Miami,4096.553994840229,50.0,17.125765319068844,32QAM,400,19.8154438765035,17.125765319068844,50.0,5,12500,23.23460927024928
2112,OklahomaCity,Minneapolis,7065.045480521383,89.0,16.487565834309237,8QAM,200,17.145657369536433,16.487565834309237,89.0,5,12500,15.436888605001855
2113,OklahomaCity,NewOrleans,6707.441787010795,84.0,17.139436009408698,8QAM,200,15.011918849694899,17.139436009408698,84.0,5,12500,13.229475618949124
2114,OklahomaCity,Tampa,2207.144632955589,27.0,17.51926064941639,QPSK,400,16.42584898869392,17.51926064941639,27.0,5,12500,25.61338044633031
2115,OklahomaCity,Denver,1264.0798078416465,17.0,17.86284692520385,16QAM,100,12.583095193559757,17.86284692520385,17.0,5,12500,26.05327559488981
2116,OklahomaCity,Winnipeg,6619.069454279155,84.0,17.193783101428707,32QAM,200,13.143401807168358,17.193783101428707,84.0,5,12500,11.306611484402566
2117,OklahomaCity,Cleveland,5575.382295998266,69.0,16.670975616037378,QPSK,100,18.688236387377707,16.670975616037378,69.0,5,12500,19.341356492463817
2118,OklahomaCity,Minneapolis,290.6335576714067,3.0,16.744530103271764,QPSK,400,18.863761079642227,16.744530103271764,3.0,5,12500,50.79826885678543
2119,OklahomaCity,Atlanta,3621.1709802185806,47.0,17.261860293014756,16QAM,200,10.598944304233441,17.261860293014756,47.0,5,12500,14.500768761214161
2120,OklahomaCity,SanFrancisco,8768.432689802441,111.0,16.279659796455505,8QAM,400,19.558201391959038,16.279659796455505,111.0,5,12500,15.848400349476293
2121,OklahomaCity,KansasCity,2144.5729717785316,28.0,16.373335868432758,32QAM,200,17.858210036314276,16.373335868432758,28.0,5,12500,27.827989833225573
2122,OklahomaCity,Calgary,6425.61503275752,82.0,17.342186601119817,8QAM,100,13.643200916004522,17.342186601119817,82.0,5,12500,11.898982609338262
2123,OklahomaCity,Miami,1973.9368831022875,23.0,16.76870815435534,8QAM,100,15.916362829095286,16.76870815435534,23.0,5,12500,27.457873282544497
2124,OklahomaCity,LosAngeles,2885.751622428658,36.0,16.621121270519588,QPSK,100,12.557424892396806,16.621121270519588,36.0,5,12500,19.766275004412194
2125,OklahomaCity,LasVegas,3847.446123058715,48.0,17.977040036386366,32QAM,400,10.99627474418038,17.977040036386366,48.0,5,12500,13.972385365811164
2126,OklahomaCity,Dallas,113.43571000879967,1.0,15.81333638195979,32QAM,100,18.134686897736167,15.81333638195979,1.0,5,12500,61.98651128287244
2127,OklahomaCity,SanDiego,8163.928993764388,103.0,15.841319711844065,QPSK,100,15.073860709099534,15.841319711844065,103.0,5,12500,12.550411882055158
2128,OklahomaCity,Charlotte,1884.2862934783975,23.0,18.679835956056074,16QAM,100,13.010892606401626,18.679835956056074,23.0,5,12500,22.641275258150117
2129,OklahomaCity,Pittsburgh,4178.791023316499,50.0,17.799849386140384,32QAM,200,19.187684878789646,17.799849386140384,50.0,5,12500,21.932766205463878
2130,OklahomaCity,ElPaso,1513.2017475140342,19.0,16.485000739958963,16QAM,100,11.873229095683135,16.485000739958963,19.0,5,12500,25.608999331155843
2131,OklahomaCity,NewYork,5433.827441498971,63.0,16.26426573048205,16QAM,100,18.485284060120932,16.26426573048205,63.0,5,12500,20.454831832819607
2132,OklahomaCity,Phoenix,2836.7608935553503,36.0,16.915278232332888,16QAM,100,19.067227308528274,16.915278232332888,36.0,5,12500,25.98192045873037
2133,OklahomaCity,Denver,1264.0798078416465,17.0,16.143058858419305,8QAM,400,13.84125820624555,16.143058858419305,17.0,5,12500,29.03122667436017
2134,OklahomaCity,Calgary,2595.82972474458,34.0,15.733824716123802,8QAM,400,10.332489265982252,15.733824716123802,34.0,5,12500,19.000220070792906
2135,OklahomaCity,Dallas,113.43571000879967,1.0,17.511526568621527,32QAM,400,10.017612438941084,17.511526568621527,1.0,5,12500,52.171246637415635
2136,OklahomaCity,Charlotte,2509.728009561669,28.0,16.19997737291225,QPSK,400,19.327295995960924,16.19997737291225,28.0,5,12500,29.47043428839268
2137,OklahomaCity,Charlotte,4009.965053871333,52.0,16.14548922796253,32QAM,400,19.762886020250985,16.14548922796253,52.0,5,12500,23.770120373570236
2138,OklahomaCity,Miami,8949.686445340765,114.0,16.84553688325393,32QAM,100,19.056260771507198,16.84553688325393,114.0,5,12500,14.513900171404373
2139,OklahomaCity,Chicago,2909.460868138226,37.0,17.999730199263933,QPSK,100,10.678492008734397,17.999730199263933,37.0,5,12500,16.2347434501243
2140,OklahomaCity,Miami,1853.3016645568468,20.0,20.059590854009436,32QAM,100,17.4873309167844,20.059590854009436,20.0,5,12500,27.135578094331137
2141,OklahomaCity,KansasCity,135.07549454670166,1.0,18.820365111136482,8QAM,100,11.455172742066853,18.820365111136482,1.0,5,12500,52.29996839802644
2142,OklahomaCity,KansasCity,135.07549454670166,1.0,16.027163727121817,QPSK,400,18.30507111697254,16.027163727121817,1.0,5,12500,61.943068156946794
2143,OklahomaCity,SaltLakeCity,3100.8304309924565,40.0,16.32993007629417,8QAM,200,16.27056198542341,16.32993007629417,40.0,5,12500,22.71699813508593
2144,OklahomaCity,Detroit,1436.4209941656864,17.0,16.352144520988137,8QAM,400,11.393813523748005,16.352144520988137,17.0,5,12500,26.374696329293783
2145,OklahomaCity,Dallas,2166.2127563164336,28.0,16.227344505978273,16QAM,100,10.251449846301457,16.227344505978273,28.0,5,12500,20.36722100566722
2146,OklahomaCity,Toronto,1838.5243619886219,22.0,15.244849500462749,16QAM,100,12.1483288061292,15.244849500462749,22.0,5,12500,25.658215539179366
2147,OklahomaCity,SaltLakeCity,5075.183729802806,65.0,15.987654415248212,32QAM,100,19.555050981136024,15.987654415248212,65.0,5,12500,21.488684634027507
2148,OklahomaCity,Calgary,2595.82972474458,34.0,17.691094947351786,QPSK,100,12.655813076898461,17.691094947351786,34.0,5,12500,19.36627365048112
2149,OklahomaCity,Denver,1015.5686584835869,13.0,16.287493653039963,32QAM,100,12.876449897345827,16.287493653039963,13.0,5,12500,30.60462343678654
2150,OklahomaCity,Memphis,875.3600676315494,11.0,16.758157666345735,QPSK,200,19.82850036261589,16.758157666345735,11.0,5,12500,38.75655073538252
2151,OklahomaCity,Calgary,6900.58807793529,86.0,17.330771016651987,8QAM,200,13.48518760435541,17.330771016651987,86.0,5,12500,11.276104392264415
2152,OklahomaCity,ElPaso,1513.2017475140342,19.0,16.10861402399618,16QAM,400,15.89452116179179,16.10861402399618,19.0,5,12500,30.00667811322728
2153,OklahomaCity,Chicago,899.9633909063961,10.0,17.46504226635277,16QAM,100,11.18931933281885,17.46504226635277,10.0,5,12500,30.363586903621666
2154,OklahomaCity,Nashville,1682.262156894173,19.0,16.652075212718096,QPSK,200,10.822487371301818,16.652075212718096,19.0,5,12500,24.391183134015364
2155,OklahomaCity,SanFrancisco,5067.16568894511,65.0,15.755028017502479,16QAM,100,10.553016870486646,15.755028017502479,65.0,5,12500,12.719276921123893
2156,OklahomaCity,Winnipeg,7689.547776490074,96.0,15.920210941145024,32QAM,400,10.303157600713227,15.920210941145024,96.0,5,12500,8.404625511985913
2157,OklahomaCity,Nashville,1126.5441517052204,13.0,18.063113163264827,QPSK,100,17.642525631954875,18.063113163264827,13.0,5,12500,33.59507966117073
2158,OklahomaCity,Houston,1255.1621312052685,13.0,18.088574773633386,32QAM,100,12.036460413845537,18.088574773633386,13.0,5,12500,27.963552832692855
2159,OklahomaCity,ElPaso,1513.2017475140342,19.0,15.592552403779568,16QAM,100,17.06267776765112,15.592552403779568,19.0,5,12500,31.690896339303208
2160,OklahomaCity,Winnipeg,4441.864795649955,59.0,18.822245736244035,8QAM,400,12.34219947920791,18.822245736244035,59.0,5,12500,12.409740071002744
2161,OklahomaCity,Cleveland,2893.5149576798212,31.0,16.637915270602996,16QAM,400,15.822050995774877,16.637915270602996,31.0,5,12500,24.509424447416478
2162,OklahomaCity,Pittsburgh,9001.346203882908,111.0,17.082149810398043,32QAM,200,15.897049247137554,17.082149810398043,111.0,5,12500,11.384758190712233
2163,OklahomaCity,NewYork,4740.072658250712,59.0,17.568208125164617,8QAM,200,14.262995416290696,17.568208125164617,59.0,5,12500,15.584573619164956
2164,OklahomaCity,Detroit,1442.7748138572415,17.0,15.712873193759867,16QAM,400,18.67812085561701,15.712873193759867,17.0,5,12500,34.29827498839106
2165,OklahomaCity,Phoenix,3327.868745133213,42.0,17.561700938175772,32QAM,400,12.01176754956354,17.561700938175772,42.0,5,12500,16.738531195650154
2166,OklahomaCity,Boston,3005.883720593668,34.0,17.50161065172629,QPSK,200,15.107729506559728,17.50161065172629,34.0,5,12500,22.007674375767905
2167,OklahomaCity,KansasCity,135.07549454670166,1.0,16.727072856558074,QPSK,200,16.213045524452347,16.727072856558074,1.0,5,12500,59.151133434990356
2168,OklahomaCity,Toronto,4763.642514004909,57.0,17.486055035758813,32QAM,200,18.23183754488972,17.486055035758813,57.0,5,12500,19.98043059788145
2169,OklahomaCity,Cincinnati,8376.138654177308,107.0,18.43663672724714,QPSK,100,17.049367129879812,18.43663672724714,107.0,5,12500,11.549602825109687
2170,OklahomaCity,Toronto,2201.6256211116297,26.0,17.491460606746934,8QAM,400,10.299636134282444,17.491460606746934,26.0,5,12500,19.892370914416773
2171,OklahomaCity,ElPaso,1513.2017475140342,19.0,17.334365598484695,8QAM,100,15.606618064202973,17.334365598484695,19.0,5,12500,28.493023441149944
2172,OklahomaCity,Houston,4440.196482161137,51.0,17.29859999758312,QPSK,100,13.476139996695427,17.29859999758312,51.0,5,12500,16.524444438965105
2173,OklahomaCity,Charlotte,3327.358497267163,40.0,18.65930420806283,16QAM,100,17.42758068090155,18.65930420806283,40.0,5,12500,21.54464269879543
2174,OklahomaCity,ElPaso,1175.8978027723329,15.0,16.719030232453406,QPSK,200,10.398250408357383,16.719030232453406,15.0,5,12500,26.263878931977928
2175,OklahomaCity,Seattle,3969.235508428189,48.0,16.764231176727215,32QAM,100,16.164224213337768,16.764231176727215,48.0,5,12500,20.353143694627732
2176,OklahomaCity,Seattle,6338.218395087176,80.0,19.085838501954495,32QAM,400,17.56795790614723,19.085838501954495,80.0,5,12500,14.327013824549994
2177,OklahomaCity,Charlotte,11509.958155517092,147.0,15.131187050682476,8QAM,400,18.303777085595087,15.131187050682476,147.0,5,12500,12.933424934221293
2178,OklahomaCity,Nashville,1244.6431139538165,15.0,16.839200386472807,QPSK,200,12.461850710736588,16.839200386472807,15.0,5,12500,28.20730908033775
2179,OklahomaCity,Memphis,875.3600676315494,11.0,18.29098363672778,QPSK,200,15.99825234308586,18.29098363672778,11.0,5,12500,33.39347674547042
2180,OklahomaCity,Toronto,7350.879577687908,92.0,16.109204691517782,16QAM,400,15.227984913246308,16.109204691517782,92.0,5,12500,13.566055218334185
2181,OklahomaCity,Minneapolis,6667.246216231483,83.0,17.637490662174947,32QAM,400,11.697596667846158,17.637490662174947,83.0,5,12500,9.53686069480132
2182,OklahomaCity,SaltLakeCity,1806.0999463533853,23.0,16.576471916586915,32QAM,400,11.902248992298162,16.576471916586915,23.0,5,12500,23.635995683515816
2183,OklahomaCity,Toronto,3852.2456686637343,46.0,17.03985295965556,QPSK,100,12.93844835101373,17.03985295965556,46.0,5,12500,17.2773421935633
2184,OklahomaCity,StLouis,6513.406128061302,83.0,16.744397801097225,32QAM,100,13.652419557174817,16.744397801097225,83.0,5,12500,12.384776445207692
2185,OklahomaCity,Detroit,5768.43807586027,75.0,16.14751408020453,16QAM,400,14.059431466153463,16.14751408020453,75.0,5,12500,14.402197017681885
2186,OklahomaCity,SanDiego,8662.98903081909,111.0,16.038850277934152,32QAM,400,16.787677422998524,16.038850277934152,111.0,5,12500,13.318685899037092
2187,OklahomaCity,Dallas,113.43571000879967,1.0,16.13303033388816,32QAM,100,17.69884941380189,16.13303033388816,1.0,5,12500,61.23097984700979
2188,OklahomaCity,Portland,3017.6415923213726,40.0,17.23098282250501,16QAM,400,17.842430173044406,17.23098282250501,40.0,5,12500,23.387813576496114
2189,OklahomaCity,Seattle,4873.056750289366,61.0,16.890861465386223,16QAM,400,11.19627236237026,16.890861465386223,61.0,5,12500,12.861833022346985
2190,OklahomaCity,StLouis,2628.424955697972,34.0,15.678879283700724,QPSK,100,19.706811684484933,15.678879283700724,34.0,5,12500,28.42948792171866
2191,OklahomaCity,Dallas,113.43571000879967,1.0,17.19134714641542,8QAM,400,12.964594660439634,17.19134714641542,1.0,5,12500,55.4384082811203
2192,OklahomaCity,Cincinnati,1496.5351302977015,15.0,17.0231291458331,16QAM,200,10.568052367263089,17.0231291458331,15.0,5,12500,26.129581977503932
2193,OklahomaCity,Toronto,3735.1688899879164,45.0,17.063616433349964,32QAM,100,15.910947075225478,17.063616433349964,45.0,5,12500,20.445866511268363
2194,OklahomaCity,NewOrleans,877.5846642961412,10.0,17.411643493137426,8QAM,100,15.675343612641042,17.411643493137426,10.0,5,12500,34.90300995665919
2195,OklahomaCity,Philadelphia,4770.503015954872,59.0,16.127186140803524,16QAM,100,16.911300802332757,16.127186140803524,59.0,5,12500,19.673900989568097
